what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530449773
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530451661
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530452947
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1357530454033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357530454253
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357530454505
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357530454807
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1357530455144
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357530459363
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530460768
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530462149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530463607
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530465180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530465999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530466954
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1357530469438
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530474799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530481179
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530483806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530485400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530491114
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1357530505516
